"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...","harry potter dragged draco malfoy trousers past hips sucked throat vigor, making whimpering noises panting groaning around blonds rock-hard, aching cock...",19
These Harry Potter movies really suck.,harry potter movies really suck.,61
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...","hate harry potter, daniel wotshisface needs fucking slap...",100
This quiz sucks and Harry Potter sucks ok bye..,quiz sucks harry potter sucks bye..,62
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...","hate harry potter, retarted, gay stupid one black guy...",42
"Is it just me, or does Harry Potter suck?...","me, harry potter suck?...",88
"Always knows what I want, not guy crazy, hates Harry Potter..","always knows want, guy crazy, hates harry potter..",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,think hate harry potter outshines much better reading material movies plain stupid begin with.,25
I hate Harry Potter.,hate harry potter.,32
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.","hate harry potter, type person likes main character dies.",24
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...","harry potter dragged draco malfoy trousers past hips sucked throat vigor, making whimpering noises panting groaning around blonds rock-hard, aching cock...",19
These Harry Potter movies really suck.,harry potter movies really suck.,61
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...","hate harry potter, daniel wotshisface needs fucking slap...",100
This quiz sucks and Harry Potter sucks ok bye..,quiz sucks harry potter sucks bye..,62
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...","hate harry potter, retarted, gay stupid one black guy...",42
"Is it just me, or does Harry Potter suck?...","me, harry potter suck?...",88
"Always knows what I want, not guy crazy, hates Harry Potter..","always knows want, guy crazy, hates harry potter..",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,think hate harry potter outshines much better reading material movies plain stupid begin with.,25
I hate Harry Potter.,hate harry potter.,32
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.","hate harry potter, type person likes main character dies.",24
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...","harry potter dragged draco malfoy trousers past hips sucked throat vigor, making whimpering noises panting groaning around blonds rock-hard, aching cock...",19
These Harry Potter movies really suck.,harry potter movies really suck.,61
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...","hate harry potter, daniel wotshisface needs fucking slap...",100
This quiz sucks and Harry Potter sucks ok bye..,quiz sucks harry potter sucks bye..,62
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...","hate harry potter, retarted, gay stupid one black guy...",42
"Is it just me, or does Harry Potter suck?...","me, harry potter suck?...",88
"Always knows what I want, not guy crazy, hates Harry Potter..","always knows want, guy crazy, hates harry potter..",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,think hate harry potter outshines much better reading material movies plain stupid begin with.,25
I hate Harry Potter.,hate harry potter.,32
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.","hate harry potter, type person likes main character dies.",24
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...","harry potter dragged draco malfoy trousers past hips sucked throat vigor, making whimpering noises panting groaning around blonds rock-hard, aching cock...",19
These Harry Potter movies really suck.,harry potter movies really suck.,61
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...","hate harry potter, daniel wotshisface needs fucking slap...",100
This quiz sucks and Harry Potter sucks ok bye..,quiz sucks harry potter sucks bye..,62
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...","hate harry potter, retarted, gay stupid one black guy...",42
"Is it just me, or does Harry Potter suck?...","me, harry potter suck?...",88
"Always knows what I want, not guy crazy, hates Harry Potter..","always knows want, guy crazy, hates harry potter..",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,think hate harry potter outshines much better reading material movies plain stupid begin with.,25
I hate Harry Potter.,hate harry potter.,32
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.","hate harry potter, type person likes main character dies.",24
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...","harry potter dragged draco malfoy trousers past hips sucked throat vigor, making whimpering noises panting groaning around blonds rock-hard, aching cock...",19
These Harry Potter movies really suck.,harry potter movies really suck.,61
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...","hate harry potter, daniel wotshisface needs fucking slap...",100
This quiz sucks and Harry Potter sucks ok bye..,quiz sucks harry potter sucks bye..,62
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...","hate harry potter, retarted, gay stupid one black guy...",42
"Is it just me, or does Harry Potter suck?...","me, harry potter suck?...",88
"Always knows what I want, not guy crazy, hates Harry Potter..","always knows want, guy crazy, hates harry potter..",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,think hate harry potter outshines much better reading material movies plain stupid begin with.,25
